N,SingleLinkedList,DoubleLinkedList
1000,7.141668666666667,0.1279793333333333
1001,6.927228666666667,0.18365
1002,7.1085460000000005,0.10418766666666666
1003,5.916298333333334,0.044318666666666666
1004,7.179300666666666,0.038565
1005,5.8066683333333335,0.024569333333333332
1006,6.908568666666667,0.030167666666666666
1007,6.928783666666667,0.028923666666666667
1008,6.848233,0.038254333333333335
1009,6.339269000000001,0.026125
1010,6.102436333333333,0.02488
1011,5.912877333333333,0.033744
1012,7.694484666666667,0.022859
1013,5.3302043333333335,0.023014333333333335
1014,5.397849000000001,0.023791999999999997
1015,5.532826333333333,0.026125
1016,6.062005666666667,0.036699
1017,6.422930333333333,0.032189333333333334
1018,7.904103999999999,0.023481000000000002
1019,5.502036,0.031100666666666665
1020,7.0511653333333335,0.04136433333333333
1021,7.706769333333334,0.04758366666666666
1022,7.370725666666666,0.025191666666666668
1023,5.959839666666666,0.03623233333333333
1024,6.865960333333334,0.03125633333333333
1025,7.332316333333334,0.02985666666666667
1026,7.095172999999999,0.027524000000000003
1027,7.481444,0.028457
1028,6.8605176666666665,0.029701666666666668
1029,7.106680666666667,0.035766
1030,6.327917,0.026901666666666667
1031,6.542357,0.027524000000000003
1032,6.734248666666667,0.027524000000000003
1033,6.612489,0.027524000000000003
1034,6.847766666666666,0.02767966666666667
1035,6.539091333333334,0.027524000000000003
1036,6.912767333333332,0.028457333333333334
1037,6.918831666666667,0.02767966666666667
1038,6.582943666666666,0.02317
1039,5.644011,0.029700666666666667
1040,5.910389333333334,0.03312266666666666
1041,7.921365000000001,0.033744
1042,7.806758666666667,0.031567000000000005
1043,7.414422333333334,0.035921666666666664
1044,7.186765,0.024725
1045,6.189052,0.02425833333333333
1046,5.7337370000000005,0.024880666666666666
1047,6.042101333333334,0.033122
1048,7.776124,0.02907866666666667
1049,7.208690666666667,0.03436633333333333
1050,6.440190666666666,0.024258666666666664
1051,6.005557666666667,0.029079333333333332
1052,7.026129333333333,0.033433333333333336
1053,8.127874,0.024258
1054,5.739335333333333,0.025192000000000003
1055,6.039923666666667,0.029546
1056,7.770059333333333,0.026902333333333334
1057,6.229949666666666,0.028612333333333333
1058,6.731449666666666,0.03250066666666667
1059,7.768971333333334,0.029078999999999997
1060,7.6706933333333325,0.030633999999999998
1061,7.427795666666666,0.02939
1062,7.612845333333333,0.028457
1063,6.991296333333334,0.044940666666666663
1064,8.018865666666667,0.03374433333333334
1065,8.349622666666667,0.053649
1066,8.852366,0.028146333333333332
1067,6.883999,0.023791999999999997
1068,5.871358,0.03436633333333333
1069,7.819509666666666,0.028612666666666665
1070,8.075469333333333,0.036543
1071,7.385187666666667,0.039498000000000005
1072,8.684578,0.023791999999999997
1073,6.2308829999999995,0.025502666666666663
1074,6.210200333333333,0.02799033333333333
1075,6.9790116666666675,0.029700666666666667
1076,7.588120333333333,0.02472466666666667
1077,5.972746333333333,0.030945333333333335
1078,7.585009666666665,0.029079333333333332
1079,7.371969666666668,0.03840933333333333
1080,7.722164666666667,0.03078966666666667
1081,7.606625333333334,0.028768
1082,7.332782666666666,0.028457
1083,7.587031666666667,0.029079333333333332
1084,7.3172326666666665,0.036232
1085,8.211379666666668,0.030012333333333335
1086,7.673647333333332,0.04136366666666667
1087,7.881711,0.036077
1088,8.779279666666667,0.022859
1089,7.242746333333334,0.022859
1090,7.235437666666667,0.030012333333333335
1091,7.674269666666667,0.019748666666666668
1092,6.561639333333333,0.03685433333333333
1093,8.655032,0.03467699999999999
1094,7.655297999999999,0.02052633333333333
1095,6.465537666666666,0.019127
1096,6.174279333333334,0.019282333333333335
1097,6.180033000000001,0.027524000000000003
1098,8.479468666666667,0.023325
1099,7.627618333333333,0.026124666666666668
1100,6.730982999999999,0.030945666666666666
1101,8.092574333333333,0.019282333333333335
1102,6.343467666666666,0.021458999999999995
1103,6.818220666666666,0.02006
1104,6.705946999999999,0.026435333333333335
1105,6.900637666666666,0.021458999999999995
1106,7.607869,0.025192000000000003
1107,7.879534,0.037942666666666666
1108,7.871448000000001,0.02239266666666667
1109,7.138403,0.025191666666666668
1110,7.8219976666666655,0.023325
1111,7.961018333333333,0.024569666666666667
1112,7.938470333333334,0.02425833333333333
1113,7.700082666666667,0.026591
1114,8.527052666666666,0.025502666666666663
1115,8.235171333333334,0.024569666666666667
1116,7.833971666666667,0.027524333333333335
1117,7.165149666666667,0.020993
1118,6.981966333333333,0.021148333333333335
1119,7.167171333333333,0.020993
1120,6.9278509999999995,0.03032333333333333
1121,9.052188333333334,0.025658
1122,8.543225000000001,0.024725
1123,8.545090666666667,0.03032333333333333
1124,7.960862666666666,0.030478666666666668
1125,7.455319666666667,0.02736833333333333
1126,7.059096,0.027057333333333333
1127,8.469515666666666,0.03281133333333333
1128,8.561573999999998,0.023791999999999997
1129,7.821531333333334,0.020526
1130,6.971702666666666,0.030167333333333334
1131,9.377191333333334,0.025968666666666668
1132,8.836038,0.023791999999999997
1133,8.459097,0.022859
1134,8.282756,0.044319
1135,8.977702333333335,0.026125
1136,9.019222,0.025035666666666668
1137,8.78239,0.021303666666666665
1138,7.728384666666667,0.029701666666666664
1139,7.720609333333333,0.023325
1140,7.884199666666667,0.025036
1141,8.388187,0.025036
1142,9.438149666666666,0.020837333333333333
1143,8.895752,0.028301333333333335
1144,7.805048,0.033278
1145,8.895752333333332,0.032034
1146,10.880758,0.027991
1147,8.888132333333333,0.033433333333333336
1148,9.340803666666668,0.03405533333333333
1149,8.683178,0.034833
1150,9.172237333333333,0.023325333333333333
1151,9.948979,0.020993
1152,6.946667333333333,0.021459999999999996
1153,7.5727253333333335,0.026435333333333335
1154,8.939604,0.026280333333333333
1155,9.098528666666668,0.025191333333333333
1156,9.181101333333334,0.025502666666666663
1157,8.379945666666666,0.02425833333333333
1158,8.090864000000002,0.022703666666666667
1159,7.904104,0.030167666666666666
1160,8.344491,0.028768000000000002
1161,8.287887333333334,0.023325666666666665
1162,8.213244999999999,0.031101
1163,8.838526,0.028923333333333332
1164,9.605782333333334,0.025502666666666663
1165,8.850189333333335,0.02239266666666667
1166,7.833505666666667,0.027990666666666664
1167,9.322921,0.021926
1168,7.660429333333333,0.024725
1169,10.963175,0.026746333333333334
1170,9.224642666666668,0.024569666666666667
1171,8.365328333333332,0.027058
1172,8.871493333333333,0.022859
1173,8.310591,0.020526
1174,7.089575,0.02145933333333333
1175,7.203559333333334,0.023636333333333332
1176,7.833971666666667,0.021458999999999995
1177,7.230772333333333,0.020993
1178,7.325785,0.023791999999999997
1179,8.381656333333334,0.021458999999999995
1180,8.407314,0.020993
1181,7.217865333333333,0.027991
1182,9.370194,0.02316966666666667
1183,8.127096,0.025035666666666668
1184,8.602782666666666,0.02721333333333333
1185,8.926385999999999,0.023791999999999997
1186,8.172969666666667,0.026125
1187,8.537315666666666,0.030323666666666665
1188,10.376925666666667,0.03172266666666667
1189,9.401761666666667,0.026280333333333333
1190,9.527719,0.02596966666666667
1191,8.957486666666666,0.025191
1192,8.755331666666667,0.025192000000000003
1193,9.196496333333334,0.025191333333333333
1194,8.826552666666666,0.024259
1195,8.615689666666666,0.025191
1196,8.863873333333332,0.024258666666666664
1197,8.715833333333334,0.027524333333333335
1198,9.659275666666668,0.050693999999999996
1199,10.205871333333334,0.026125
1200,9.408758666666666,0.026591
1201,9.629107666666666,0.031411666666666664
1202,10.256099333333333,0.04463
1203,11.945182,0.04120833333333334
1204,9.133206333333334,0.02939
1205,10.105571333333332,0.02145933333333333
1206,9.949446,0.022392333333333334
1207,8.616466666666668,0.044318666666666666
1208,10.642837,0.028767666666666667
1209,9.670005333333334,0.031878333333333335
1210,10.202294666666667,0.032345000000000006
1211,9.246879333333334,0.02767966666666667
1212,9.602516666666666,0.025658
1213,9.42291,0.026591
1214,9.152022,0.026591
1215,9.414202000000001,0.024102666666666665
1216,8.438104000000001,0.022859333333333332
1217,8.807114666666665,0.025969000000000002
1218,9.392897666666666,0.027990333333333336
1219,9.577947,0.030011999999999997
1220,8.779746000000001,0.03576633333333334
1221,11.257854333333334,0.025658
1222,9.379835333333334,0.029545666666666665
1223,9.279846000000001,0.025658
1224,9.267561666666667,0.027057
1225,9.467384000000001,0.04696233333333333
1226,11.475093666666666,0.03312233333333333
1227,8.136271666666666,0.026123999999999998
1228,9.546846,0.027057333333333333
1229,9.533783666666666,0.027057
1230,9.773570666666666,0.024880333333333334
1231,8.924364333333333,0.027057333333333333
1232,9.420266,0.024880333333333334
1233,9.026842,0.024258
1234,8.708214333333332,0.023325333333333333
1235,8.429396,0.027057666666666664
1236,10.001850333333335,0.03312233333333333
1237,10.333851333333333,0.028457
1238,10.592765333333332,0.021926
1239,7.933027999999999,0.02177066666666667
1240,7.968948666666667,0.021926
1241,8.050277666666666,0.025191666666666668
1242,11.43233,0.029856999999999998
1243,10.76102,0.025191666666666668
1244,8.849878333333333,0.022703666666666667
1245,9.005693333333333,0.022703333333333336
1246,12.140183333333333,0.027524000000000003
1247,10.089554666666666,0.03125633333333333
1248,10.447835333333332,0.03996466666666667
1249,10.976081666666666,0.030012333333333335
1250,10.691510000000001,0.022703666666666667
1251,8.304215,0.02208133333333333
1252,8.212934666666667,0.023481333333333337
1253,8.246834333333332,0.023791999999999997
1254,8.648656333333333,0.026435666666666666
1255,9.298506666666666,0.038565
1256,10.943581666666667,0.031256
1257,10.828353333333334,0.027524333333333335
1258,10.721366666666666,0.026280333333333333
1259,10.016001333333334,0.025658
1260,9.015489333333333,0.023636333333333332
1261,8.790475666666667,0.03421066666666666
1262,11.680048,0.023791999999999997
